filename,agent_id,task_id,tags
http://img.samaimg.com/3716bec25477958f0ca17f3279d13489.jpg,d0b3c86238694bb3559c62516995f3c2,SamaTask1201,"[{""category"": ""object|female|accessories|bags|clutches"", ""points"": {""top_right"": [1078, 12], ""bottom_left"": [949, 987], ""bottom_right"": [1078, 987], ""top_left"": [949, 12]}}, {""category"": ""object|male|full body clothing|jumpsuits rompers overalls"", ""points"": {""top_right"": [649, 1346], ""bottom_left"": [353, 1405], ""bottom_right"": [649, 1405], ""top_left"": [353, 1346]}}, {""category"": ""object|female|lower body clothing|pants"", ""points"": {""top_right"": [1032, 583], ""bottom_left"": [841, 1035], ""bottom_right"": [1032, 1035], ""top_left"": [841, 583]}}, {""category"": ""object|female|lower body clothing|leggings"", ""points"": {""top_right"": [925, 184], ""bottom_left"": [874, 544], ""bottom_right"": [925, 544], ""top_left"": [874, 184]}}]"
http://img.samaimg.com/37174c3412ef7d12d8f06eb887fcccdb.jpg,ecd66c90eb6e0f1cb3193a3296af618d,SamaTask2314,"[{""category"": ""object|male|upper body clothing|innerwear|polos"", ""points"": {""top_right"": [166, 253], ""bottom_left"": [94, 383], ""bottom_right"": [166, 383], ""top_left"": [94, 253]}}, {""category"": ""object|female|accessories|hats|baseballcaps"", ""points"": {""top_right"": [426, 469], ""bottom_left"": [321, 590], ""bottom_right"": [426, 590], ""top_left"": [321, 469]}}, {""category"": ""object|male|full body clothing|jumpsuits rompers overalls"", ""points"": {""top_right"": [335, 37], ""bottom_left"": [97, 85], ""bottom_right"": [335, 85], ""top_left"": [97, 37]}}, {""category"": ""object|female|accessories|bags|bucket"", ""points"": {""top_right"": [416, 617], ""bottom_left"": [52, 678], ""bottom_right"": [416, 678], ""top_left"": [52, 617]}}, {""category"": ""human"", ""points"": {""top_right"": [405, 414], ""bottom_left"": [313, 635], ""bottom_right"": [405, 635], ""top_left"": [313, 414]}}]"
http://img.samaimg.com/3719713a23940ff410a8d67a23d90573.jpg,1b27e97f53e7248e5f3c441cfc282345,SamaTask3862,"[{""category"": ""object|female|upper body clothing|innerwear|henleys"", ""points"": {""top_right"": [394, 245], ""bottom_left"": [259, 310], ""bottom_right"": [394, 310], ""top_left"": [259, 245]}}, {""category"": ""object|male|upper body clothing|outerwear|suiting blazers"", ""points"": {""top_right"": [320, 415], ""bottom_left"": [59, 455], ""bottom_right"": [320, 455], ""top_left"": [59, 415]}}, {""category"": ""object|female|accessories|bags|briefcases"", ""points"": {""top_right"": [331, 315], ""bottom_left"": [255, 541], ""bottom_right"": [331, 541], ""top_left"": [255, 315]}}]"
http://img.samaimg.com/371a3d3ccb636ea3456b49d1c147a4a5.jpg,8fbba3adecb022b8b1c068dce8edc7f8,SamaTask4707,"[{""category"": ""object|female|upper body clothing|innerwear|polos"", ""points"": {""top_right"": [710, 639], ""bottom_left"": [669, 1580], ""bottom_right"": [710, 1580], ""top_left"": [669, 639]}}]"
http://img.samaimg.com/3723377095e3c3dedb2a4a30bee1038f.jpg,92f3e497852e7f3259a043e354abd764,SamaTask4478,"[{""category"": ""object|male|accessories|scarves wraps"", ""points"": {""top_right"": [123, 378], ""bottom_left"": [14, 560], ""bottom_right"": [123, 560], ""top_left"": [14, 378]}}, {""category"": ""object|female|accessories|bags|backpacks"", ""points"": {""top_right"": [486, 509], ""bottom_left"": [259, 537], ""bottom_right"": [486, 537], ""top_left"": [259, 509]}}, {""category"": ""object|female|lower body clothing|shorts"", ""points"": {""top_right"": [584, 509], ""bottom_left"": [330, 569], ""bottom_right"": [584, 569], ""top_left"": [330, 509]}}]"
http://img.samaimg.com/37257f49e35ff0fa924032b8b5e86f2e.jpg,a0bdb195f1668303f5c4cf061303f421,SamaTask440,"[{""category"": ""object|female|lower body clothing|pants"", ""points"": {""top_right"": [148, 44], ""bottom_left"": [78, 261], ""bottom_right"": [148, 261], ""top_left"": [78, 44]}}, {""category"": ""object|female|accessories|bags|bucket"", ""points"": {""top_right"": [189, 178], ""bottom_left"": [143, 182], ""bottom_right"": [189, 182], ""top_left"": [143, 178]}}, {""category"": ""object|female|accessories|footwear|shoes"", ""points"": {""top_right"": [193, 104], ""bottom_left"": [67, 202], ""bottom_right"": [193, 202], ""top_left"": [67, 104]}}, {""category"": ""object|male|upper body clothing|outerwear|suiting blazers"", ""points"": {""top_right"": [129, 216], ""bottom_left"": [87, 265], ""bottom_right"": [129, 265], ""top_left"": [87, 216]}}]"
http://img.samaimg.com/3725b9810934cc4e020fab07e3b06170.jpg,0557f41949dd8149023dc4f2452ffd14,SamaTask1303,"[{""category"": ""object|male|accessories|hats|berets"", ""points"": {""top_right"": [623, 384], ""bottom_left"": [579, 607], ""bottom_right"": [623, 607], ""top_left"": [579, 384]}}, {""category"": ""object|female|upper body clothing|outerwear|coats jackets"", ""points"": {""top_right"": [535, 37], ""bottom_left"": [379, 47], ""bottom_right"": [535, 47], ""top_left"": [379, 37]}}, {""category"": ""object|female|accessories|hats|headwraps"", ""points"": {""top_right"": [585, 615], ""bottom_left"": [108, 640], ""bottom_right"": [585, 640], ""top_left"": [108, 615]}}, {""category"": ""object|female|accessories|bags|totes"", ""points"": {""top_right"": [404, 338], ""bottom_left"": [337, 369], ""bottom_right"": [404, 369], ""top_left"": [337, 338]}}]"
http://img.samaimg.com/3728aa281ac1e26da29a4ab743c877b8.jpg,6fc1a08cd646c67a4c72cccd48673e8f,SamaTask1655,"[{""category"": ""object|female|lower body clothing|leggings"", ""points"": {""top_right"": [93, 215], ""bottom_left"": [82, 309], ""bottom_right"": [93, 309], ""top_left"": [82, 215]}}, {""category"": ""object|female|accessories|hats|beanieknitcaps"", ""points"": {""top_right"": [266, 121], ""bottom_left"": [13, 282], ""bottom_right"": [266, 282], ""top_left"": [13, 121]}}, {""category"": ""object|female|accessories|bags|briefcases"", ""points"": {""top_right"": [298, 504], ""bottom_left"": [202, 505], ""bottom_right"": [298, 505], ""top_left"": [202, 504]}}, {""category"": ""human"", ""points"": {""top_right"": [330, 187], ""bottom_left"": [220, 277], ""bottom_right"": [330, 277], ""top_left"": [220, 187]}}]"
http://img.samaimg.com/372e710a61b37159a69eb978388a80bd.jpg,0173ac982ded88e0ce2d3d8756373c78,SamaTask3862,"[{""category"": ""object|male|upper body clothing|outerwear|suiting blazers"", ""points"": {""top_right"": [157, 262], ""bottom_left"": [104, 275], ""bottom_right"": [157, 275], ""top_left"": [104, 262]}}, {""category"": ""object|male|upper body clothing|innerwear|blouses shirts"", ""points"": {""top_right"": [203, 24], ""bottom_left"": [157, 271], ""bottom_right"": [203, 271], ""top_left"": [157, 24]}}, {""category"": ""object|male|accessories|hats|baseballcaps"", ""points"": {""top_right"": [66, 129], ""bottom_left"": [60, 200], ""bottom_right"": [66, 200], ""top_left"": [60, 129]}}, {""category"": ""human"", ""points"": {""top_right"": [203, 76], ""bottom_left"": [197, 166], ""bottom_right"": [203, 166], ""top_left"": [197, 76]}}]"
http://img.samaimg.com/372f64ddbd70529842963a4f2e465b10.jpg,fa9aab70082d3f6e79924c2c5bf7aab1,SamaTask2884,"[{""category"": ""object|male|upper body clothing|innerwear|polos"", ""points"": {""top_right"": [995, 1190], ""bottom_left"": [534, 1441], ""bottom_right"": [995, 1441], ""top_left"": [534, 1190]}}, {""category"": ""object|female|accessories|belts"", ""points"": {""top_right"": [737, 519], ""bottom_left"": [663, 1196], ""bottom_right"": [737, 1196], ""top_left"": [663, 519]}}, {""category"": ""object|female|upper body clothing|outerwear|hoodies"", ""points"": {""top_right"": [983, 1163], ""bottom_left"": [940, 1518], ""bottom_right"": [983, 1518], ""top_left"": [940, 1163]}}]"
